#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA1CA6
#Date Time: 2019-05-13 19:32:07.503
#Sample rate: 606.061Hz
#Samples: 8000
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -2 V
#Channel 2: Range: 500 mV/div Offset: -2 V

Time (s),Channel 1 (V),Channel 2 (V)
4.2999000000000001,0.15731205366611811,0.088961628629732115
4.3015499999999998,0.15731205366611811,0.088625032681233451
4.3032000000000004,0.15731205366611811,0.088625032681233451
4.3048500000000001,0.16103252684151292,0.088625032681233451
4.3064999999999998,0.16103252684151292,0.088961628629732115
4.3081500000000004,0.16103252684151292,0.088961628629732115
4.3098000000000001,0.16103252684151292,0.088961628629732115
4.3114499999999998,0.16103252684151292,0.088961628629732115
4.3131000000000004,0.16103252684151292,0.088961628629731962
4.3147500000000001,0.16103252684151292,0.088625032681233451
4.3163999999999998,0.16103252684151292,0.088625032681233451
4.3180500000000004,0.16103252684151292,0.088625032681233451
4.3197000000000001,0.16103252684151292,0.088625032681233451
4.3213499999999998,0.16103252684151292,0.088625032681233451
4.3230000000000004,0.16103252684151292,0.088961628629732115
4.3246500000000001,0.16103252684151292,0.088961628629732115
4.3262999999999998,0.16137075167563975,0.088961628629732115
4.3279500000000004,0.16137075167563975,0.088961628629732115
4.3296000000000001,0.16137075167563975,0.088961628629732115
4.3312499999999998,0.16137075167563975,0.088625032681233451
4.3329000000000004,0.16137075167563975,0.088625032681233451
4.3345500000000001,0.16137075167563975,0.088625032681233451
4.3361999999999998,0.16137075167563975,0.088625032681233451
4.3378500000000004,0.16137075167563975,0.088625032681233451
4.3395000000000001,0.16137075167563975,0.088625032681233451
4.3411499999999998,0.16137075167563975,0.088961628629732115
4.3427999999999995,0.16137075167563975,0.088961628629732115
4.3444500000000001,0.16137075167563975,0.088961628629732115
4.3460999999999999,0.16137075167563975,0.088961628629732115
4.3477499999999996,0.16137075167563975,0.088961628629732115
4.3494000000000002,0.16137075167563975,0.088625032681233451
4.3510499999999999,0.16137075167563975,0.088625032681233451
4.3526999999999996,0.16137075167563975,0.088625032681233451
4.3543500000000002,0.16137075167563975,0.088625032681233451
4.3559999999999999,0.16137075167563975,0.088961628629732115
4.3576499999999996,0.16137075167563975,0.088961628629732115
4.3593000000000002,0.16137075167563975,0.088961628629732115
4.3609499999999999,0.16137075167563975,0.088961628629732115
